,Unnamed: 0,id,gen,sp,ssp,group,en,rec,cnt,loc,lat,lng,alt,type,sex,stage,method,url,file,file-name,sono,osci,lic,q,length,time,date,uploaded,also,rmk,bird-seen,animal-seen,playback-used,temp,regnr,auto,dvc,mic,smp
328,328,304567,Lophophorus,impejanus,,birds,Himalayan Monal,Viral joshi,India,"Bhulkan, Chamoli, Uttarakhand",30.4741,79.2183,2900,"call, song",male,,field recording,//xeno-canto.org/304567,https://xeno-canto.org/304567/download,XC304567-himalayan monal bhulkan 0430_054438_1.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/ZXGYSIOPJJ/ffts/XC304567-small.png', 'med': '//xeno-canto.org/sounds/uploaded/ZXGYSIOPJJ/ffts/XC304567-med.png', 'large': '//xeno-canto.org/sounds/uploaded/ZXGYSIOPJJ/ffts/XC304567-large.png', 'full': '//xeno-canto.org/sounds/uploaded/ZXGYSIOPJJ/ffts/XC304567-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/ZXGYSIOPJJ/wave/XC304567-small.png', 'med': '//xeno-canto.org/sounds/uploaded/ZXGYSIOPJJ/wave/XC304567-med.png', 'large': '//xeno-canto.org/sounds/uploaded/ZXGYSIOPJJ/wave/XC304567-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:58,09:30,2015-04-30,2016-02-24,[],,yes,yes,no,,,no,,,48000
329,329,119993,Lophophorus,impejanus,,birds,Himalayan Monal,Lakshminarasimha R,India,"Sarahan, Shimla, Himachal Pradesh",31.52,77.8,2200,"alarm call, call",male,,field recording,//xeno-canto.org/119993,https://xeno-canto.org/119993/download,XC119993-Himalayan Monal.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/TDKREJUHOA/ffts/XC119993-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TDKREJUHOA/ffts/XC119993-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TDKREJUHOA/ffts/XC119993-large.png', 'full': '//xeno-canto.org/sounds/uploaded/TDKREJUHOA/ffts/XC119993-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/TDKREJUHOA/wave/XC119993-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TDKREJUHOA/wave/XC119993-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TDKREJUHOA/wave/XC119993-large.png'}",//creativecommons.org/licenses/by-nc-nd/3.0/,A,1:33,17:00,2013-01-20,2013-01-25,[],,yes,yes,no,,,no,,,44100
330,330,114358,Lophophorus,impejanus,,birds,Himalayan Monal,Lakshminarasimha R,India,"Sarahan, Shimla, Himachal Pradesh",31.52,77.8,2200,"alarm call, call",male,,field recording,//xeno-canto.org/114358,https://xeno-canto.org/114358/download,XC114358-Himalayan Monal (2).mp3,"{'small': '//xeno-canto.org/sounds/uploaded/TDKREJUHOA/ffts/XC114358-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TDKREJUHOA/ffts/XC114358-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TDKREJUHOA/ffts/XC114358-large.png', 'full': '//xeno-canto.org/sounds/uploaded/TDKREJUHOA/ffts/XC114358-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/TDKREJUHOA/wave/XC114358-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TDKREJUHOA/wave/XC114358-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TDKREJUHOA/wave/XC114358-large.png'}",//creativecommons.org/licenses/by-nc-sa/3.0/,A,0:27,13:00,2012-03-25,2012-12-10,[],"Call from a captive bird in Shimla, Himachal Pradesh.",yes,yes,no,,,no,,,44100
331,331,114357,Lophophorus,impejanus,,birds,Himalayan Monal,Lakshminarasimha R,India,"Sarahan, Shimla, Himachal Pradesh",31.52,77.8,2200,"alarm call, call",male,,field recording,//xeno-canto.org/114357,https://xeno-canto.org/114357/download,XC114357-Himalayan Monal.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/TDKREJUHOA/ffts/XC114357-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TDKREJUHOA/ffts/XC114357-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TDKREJUHOA/ffts/XC114357-large.png', 'full': '//xeno-canto.org/sounds/uploaded/TDKREJUHOA/ffts/XC114357-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/TDKREJUHOA/wave/XC114357-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TDKREJUHOA/wave/XC114357-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TDKREJUHOA/wave/XC114357-large.png'}",//creativecommons.org/licenses/by-nc-sa/3.0/,A,0:30,13:00,2012-03-25,2012-12-10,[],"Call from a captive bird in Shimla, Himachal Pradesh. ",yes,yes,no,,,no,,,44100
332,332,547626,Lophophorus,impejanus,,birds,Himalayan Monal,Andrew Spencer,India,"Sau Kharak, Uttarakhand",30.4789,79.2111,,call,,,field recording,//xeno-canto.org/547626,https://xeno-canto.org/547626/download,XC547626-Himalayan Monal2019-7-10-2.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/CDTGHVBGZP/ffts/XC547626-small.png', 'med': '//xeno-canto.org/sounds/uploaded/CDTGHVBGZP/ffts/XC547626-med.png', 'large': '//xeno-canto.org/sounds/uploaded/CDTGHVBGZP/ffts/XC547626-large.png', 'full': '//xeno-canto.org/sounds/uploaded/CDTGHVBGZP/ffts/XC547626-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/CDTGHVBGZP/wave/XC547626-small.png', 'med': '//xeno-canto.org/sounds/uploaded/CDTGHVBGZP/wave/XC547626-med.png', 'large': '//xeno-canto.org/sounds/uploaded/CDTGHVBGZP/wave/XC547626-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,B,0:40,10:01,2019-07-10,2020-04-19,[],Archived at the Macaulay Library as ML173736931,yes,yes,no,,,no,,,48000
333,333,472786,Lophophorus,impejanus,,birds,Himalayan Monal,Peter Boesman,India,"Chopta, Kedarnath NP, Uttarakhand",30.48,79.2,,call,,,field recording,//xeno-canto.org/472786,https://xeno-canto.org/472786/download,XC472786-LS102309 Himalayan Monal call B.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC472786-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC472786-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC472786-large.png', 'full': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC472786-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC472786-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC472786-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC472786-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,B,0:09,07:30,2019-04-18,2019-05-10,[],,unknown,unknown,unknown,,,no,,,44100
334,334,472785,Lophophorus,impejanus,,birds,Himalayan Monal,Peter Boesman,India,"Chopta, Kedarnath NP, Uttarakhand",30.48,79.2,,call,,,field recording,//xeno-canto.org/472785,https://xeno-canto.org/472785/download,XC472785-LS102308 Himalayan Monal call B.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC472785-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC472785-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC472785-large.png', 'full': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC472785-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC472785-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC472785-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC472785-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,B,0:09,07:30,2019-04-18,2019-05-10,[],,unknown,unknown,unknown,,,no,,,44100
335,335,472784,Lophophorus,impejanus,,birds,Himalayan Monal,Peter Boesman,India,"Chopta, Kedarnath NP, Uttarakhand",30.48,79.2,,call,,,field recording,//xeno-canto.org/472784,https://xeno-canto.org/472784/download,XC472784-LS102266 Himalayan Monal call B.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC472784-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC472784-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC472784-large.png', 'full': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC472784-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC472784-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC472784-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC472784-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,B,0:57,06:15,2019-04-18,2019-05-10,[],,unknown,unknown,unknown,,,no,,,44100
336,336,472783,Lophophorus,impejanus,,birds,Himalayan Monal,Peter Boesman,India,"Chopta, Kedarnath NP, Uttarakhand",30.48,79.2,,call,,,field recording,//xeno-canto.org/472783,https://xeno-canto.org/472783/download,XC472783-LS102265 Himalayan Monal call B.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC472783-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC472783-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC472783-large.png', 'full': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC472783-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC472783-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC472783-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC472783-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,B,0:22,06:15,2019-04-18,2019-05-10,[],,unknown,unknown,unknown,,,no,,,44100
337,337,472782,Lophophorus,impejanus,,birds,Himalayan Monal,Peter Boesman,India,"Chopta, Kedarnath NP, Uttarakhand",30.48,79.2,,call,,,field recording,//xeno-canto.org/472782,https://xeno-canto.org/472782/download,XC472782-LS102223 Himalayan Monal call B.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC472782-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC472782-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC472782-large.png', 'full': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC472782-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC472782-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC472782-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC472782-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,B,0:17,06:00,2019-04-17,2019-05-10,[],,unknown,unknown,unknown,,,no,,,44100
338,338,444544,Lophophorus,impejanus,,birds,Himalayan Monal,KALYAN SINGH SAJWAN,India,"Khaliya Top, Munsiyari",,,2800,call,,,field recording,//xeno-canto.org/444544,https://xeno-canto.org/444544/download,XC444544-Himalayan Monal Munsyari.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/SEKZCHLPML/ffts/XC444544-small.png', 'med': '//xeno-canto.org/sounds/uploaded/SEKZCHLPML/ffts/XC444544-med.png', 'large': '//xeno-canto.org/sounds/uploaded/SEKZCHLPML/ffts/XC444544-large.png', 'full': '//xeno-canto.org/sounds/uploaded/SEKZCHLPML/ffts/XC444544-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/SEKZCHLPML/wave/XC444544-small.png', 'med': '//xeno-canto.org/sounds/uploaded/SEKZCHLPML/wave/XC444544-med.png', 'large': '//xeno-canto.org/sounds/uploaded/SEKZCHLPML/wave/XC444544-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,1:03,06:00,2018-04-04,2018-12-03,[],,yes,yes,no,,,no,,,48000
339,339,312272,Lophophorus,impejanus,,birds,Himalayan Monal,KALYAN SINGH SAJWAN,India,Chopta,,,2700,call,,,field recording,//xeno-canto.org/312272,https://xeno-canto.org/312272/download,XC312272-Himalyan Monal best.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/SEKZCHLPML/ffts/XC312272-small.png', 'med': '//xeno-canto.org/sounds/uploaded/SEKZCHLPML/ffts/XC312272-med.png', 'large': '//xeno-canto.org/sounds/uploaded/SEKZCHLPML/ffts/XC312272-large.png', 'full': '//xeno-canto.org/sounds/uploaded/SEKZCHLPML/ffts/XC312272-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/SEKZCHLPML/wave/XC312272-small.png', 'med': '//xeno-canto.org/sounds/uploaded/SEKZCHLPML/wave/XC312272-med.png', 'large': '//xeno-canto.org/sounds/uploaded/SEKZCHLPML/wave/XC312272-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:23,18:30,2016-04-08,2016-04-14,[],,yes,yes,no,,,no,,,48000
340,340,138649,Lophophorus,impejanus,,birds,Himalayan Monal,vir joshi,India,"Tungnath, Chamoli, Uttarakhand",30.4897,79.223,3500,call,,,field recording,//xeno-canto.org/138649,https://xeno-canto.org/138649/download,XC138649-himalyan monal male xeno.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/ZXGYSIOPJJ/ffts/XC138649-small.png', 'med': '//xeno-canto.org/sounds/uploaded/ZXGYSIOPJJ/ffts/XC138649-med.png', 'large': '//xeno-canto.org/sounds/uploaded/ZXGYSIOPJJ/ffts/XC138649-large.png', 'full': '//xeno-canto.org/sounds/uploaded/ZXGYSIOPJJ/ffts/XC138649-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/ZXGYSIOPJJ/wave/XC138649-small.png', 'med': '//xeno-canto.org/sounds/uploaded/ZXGYSIOPJJ/wave/XC138649-med.png', 'large': '//xeno-canto.org/sounds/uploaded/ZXGYSIOPJJ/wave/XC138649-large.png'}",//creativecommons.org/licenses/by-nc-sa/3.0/,B,0:06,09:00,2013-05-24,2013-06-17,[],very beautiful bird ,yes,yes,no,,,no,,,44100
341,341,472788,Lophophorus,impejanus,,birds,Himalayan Monal,Peter Boesman,India,"Chopta, Kedarnath NP, Uttarakhand",30.48,79.2,,call,,,field recording,//xeno-canto.org/472788,https://xeno-canto.org/472788/download,XC472788-LS102306 Himalayan Monal calls C.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC472788-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC472788-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC472788-large.png', 'full': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC472788-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC472788-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC472788-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC472788-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,C,0:16,07:30,2019-04-18,2019-05-10,[],,unknown,unknown,unknown,,,no,,,44100
342,342,472166,Lophophorus,impejanus,,birds,Himalayan Monal,Ramit Singal,India,"Sela pass area, Arrunachal Pradesh",27.4928,92.1074,4000,call,,,field recording,//xeno-canto.org/472166,https://xeno-canto.org/472166/download,XC472166-MIXPRE-614_Himalayan Monal_20190425_Sela.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/FPDBIILGCX/ffts/XC472166-small.png', 'med': '//xeno-canto.org/sounds/uploaded/FPDBIILGCX/ffts/XC472166-med.png', 'large': '//xeno-canto.org/sounds/uploaded/FPDBIILGCX/ffts/XC472166-large.png', 'full': '//xeno-canto.org/sounds/uploaded/FPDBIILGCX/ffts/XC472166-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/FPDBIILGCX/wave/XC472166-small.png', 'med': '//xeno-canto.org/sounds/uploaded/FPDBIILGCX/wave/XC472166-med.png', 'large': '//xeno-canto.org/sounds/uploaded/FPDBIILGCX/wave/XC472166-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,C,0:18,05:30,2019-04-25,2019-05-09,[],Male calling with single notes from far below (a spot it flew off to),yes,yes,no,,,no,,,48000
343,343,417793,Lophophorus,impejanus,,birds,Himalayan Monal,Mandar Bhagat,India,"Bhulkan, Chamoli, Uttarakhand",30.4741,79.2183,2900,song,,,field recording,//xeno-canto.org/417793,https://xeno-canto.org/417793/download,XC417793-Himalayan Monal 10.04.2018 UK ZOOM0057.MP3,"{'small': '//xeno-canto.org/sounds/uploaded/AYVZLXCRDU/ffts/XC417793-small.png', 'med': '//xeno-canto.org/sounds/uploaded/AYVZLXCRDU/ffts/XC417793-med.png', 'large': '//xeno-canto.org/sounds/uploaded/AYVZLXCRDU/ffts/XC417793-large.png', 'full': '//xeno-canto.org/sounds/uploaded/AYVZLXCRDU/ffts/XC417793-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/AYVZLXCRDU/wave/XC417793-small.png', 'med': '//xeno-canto.org/sounds/uploaded/AYVZLXCRDU/wave/XC417793-med.png', 'large': '//xeno-canto.org/sounds/uploaded/AYVZLXCRDU/wave/XC417793-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,C,0:10,06:50,2018-04-10,2018-05-31,[],,yes,yes,no,,,no,,,44100
344,344,417789,Lophophorus,impejanus,,birds,Himalayan Monal,Mandar Bhagat,India,"Bhulkan, Chamoli, Uttarakhand",30.4741,79.2183,2900,flight call,,,field recording,//xeno-canto.org/417789,https://xeno-canto.org/417789/download,XC417789-Himalayan Monal Flight 10.04.2018 UK ZOOM0056.MP3,"{'small': '//xeno-canto.org/sounds/uploaded/AYVZLXCRDU/ffts/XC417789-small.png', 'med': '//xeno-canto.org/sounds/uploaded/AYVZLXCRDU/ffts/XC417789-med.png', 'large': '//xeno-canto.org/sounds/uploaded/AYVZLXCRDU/ffts/XC417789-large.png', 'full': '//xeno-canto.org/sounds/uploaded/AYVZLXCRDU/ffts/XC417789-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/AYVZLXCRDU/wave/XC417789-small.png', 'med': '//xeno-canto.org/sounds/uploaded/AYVZLXCRDU/wave/XC417789-med.png', 'large': '//xeno-canto.org/sounds/uploaded/AYVZLXCRDU/wave/XC417789-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,C,0:04,06:46,2017-06-10,2018-05-31,[],,yes,yes,no,,,no,,,44100
345,345,114356,Lophophorus,impejanus,,birds,Himalayan Monal,Lakshminarasimha R,India,"Sarahan, Shimla, Himachal Pradesh",31.52,77.8,2200,"alarm call, call",male,,field recording,//xeno-canto.org/114356,https://xeno-canto.org/114356/download,XC114356-Himalayan Monal (Lophophorus impejanus) (2).mp3,"{'small': '//xeno-canto.org/sounds/uploaded/TDKREJUHOA/ffts/XC114356-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TDKREJUHOA/ffts/XC114356-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TDKREJUHOA/ffts/XC114356-large.png', 'full': '//xeno-canto.org/sounds/uploaded/TDKREJUHOA/ffts/XC114356-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/TDKREJUHOA/wave/XC114356-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TDKREJUHOA/wave/XC114356-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TDKREJUHOA/wave/XC114356-large.png'}",//creativecommons.org/licenses/by-nc-sa/3.0/,C,1:26,18:00,2012-06-14,2012-12-10,[],"Call from a captive bird in Shimla, Himachal Pradesh. The calls in the background are of Kalij pheasant (Lophura leucomelanos hamiltoni).",yes,yes,no,,,no,,,44100
346,346,113415,Lophophorus,impejanus,,birds,Himalayan Monal,Meena Haribal,India,"Chordwari, Great Himalayan National park Himachal Pradesh",31.7282,77.4921,3800,"alarm call, flight call",,,field recording,//xeno-canto.org/113415,https://xeno-canto.org/113415/download,XC113415-monal.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/RBYDYNRSJV/ffts/XC113415-small.png', 'med': '//xeno-canto.org/sounds/uploaded/RBYDYNRSJV/ffts/XC113415-med.png', 'large': '//xeno-canto.org/sounds/uploaded/RBYDYNRSJV/ffts/XC113415-large.png', 'full': '//xeno-canto.org/sounds/uploaded/RBYDYNRSJV/ffts/XC113415-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/RBYDYNRSJV/wave/XC113415-small.png', 'med': '//xeno-canto.org/sounds/uploaded/RBYDYNRSJV/wave/XC113415-med.png', 'large': '//xeno-canto.org/sounds/uploaded/RBYDYNRSJV/wave/XC113415-large.png'}",//creativecommons.org/licenses/by-nc-sa/3.0/,C,0:04,13:30,2012-09-15,2012-11-25,[],Himalayan Monal calling as it flew from top of a hill above 500 ft from us into a valley below. Call is looped so one can listen to it. On the way we saw some areas where the birds had been scratching. Co-ordinates are approximate. A female follwed a couple of minutes later.,yes,yes,no,,,no,,,48000
347,347,357107,Lophophorus,impejanus,,birds,Himalayan Monal,Ramnarayan,India,"Munsyari, Pithoragarh, Uttarakhand",30.0767,80.2333,2550,call,,,field recording,//xeno-canto.org/357107,https://xeno-canto.org/357107/download,XC357107-Himalayan_Monal_26 Feb 18.23_Munsiari_Ramnarayan.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/JOJXBMCYWW/ffts/XC357107-small.png', 'med': '//xeno-canto.org/sounds/uploaded/JOJXBMCYWW/ffts/XC357107-med.png', 'large': '//xeno-canto.org/sounds/uploaded/JOJXBMCYWW/ffts/XC357107-large.png', 'full': '//xeno-canto.org/sounds/uploaded/JOJXBMCYWW/ffts/XC357107-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/JOJXBMCYWW/wave/XC357107-small.png', 'med': '//xeno-canto.org/sounds/uploaded/JOJXBMCYWW/wave/XC357107-med.png', 'large': '//xeno-canto.org/sounds/uploaded/JOJXBMCYWW/wave/XC357107-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,D,0:15,18:28,2017-02-26,2017-02-27,"['Catreus wallichii', 'Strix nivicolum']",Bird heard in the background of the [Cheer Pheasant](http://www.xeno-canto.org/357105) also heard in the background is the [Himalayan Owl](http://www.xeno-canto.org/357106),no,no,no,,,no,,,44100
348,348,472787,Lophophorus,impejanus,,birds,Himalayan Monal,Peter Boesman,India,"Chopta, Kedarnath NP, Uttarakhand",30.48,79.2,,call,,,field recording,//xeno-canto.org/472787,https://xeno-canto.org/472787/download,XC472787-LS102296 Himalayan Monal call during gliding display flight E.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC472787-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC472787-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC472787-large.png', 'full': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC472787-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC472787-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC472787-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC472787-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,E,0:08,07:30,2019-04-18,2019-05-10,[],Calls of a distant bird during a gliding display flight.,unknown,unknown,unknown,,,no,,,44100
374,374,457529,Gallus,sonneratii,,birds,Grey Junglefowl,Anurag Jaiswal,India,"Bengaluru, Bangalore Urban, Karnataka",12.8507,77.5063,800,call,,,field recording,//xeno-canto.org/457529,https://xeno-canto.org/457529/download,XC457529-unknown_2.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/JVEJMHUZBU/ffts/XC457529-small.png', 'med': '//xeno-canto.org/sounds/uploaded/JVEJMHUZBU/ffts/XC457529-med.png', 'large': '//xeno-canto.org/sounds/uploaded/JVEJMHUZBU/ffts/XC457529-large.png', 'full': '//xeno-canto.org/sounds/uploaded/JVEJMHUZBU/ffts/XC457529-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/JVEJMHUZBU/wave/XC457529-small.png', 'med': '//xeno-canto.org/sounds/uploaded/JVEJMHUZBU/wave/XC457529-med.png', 'large': '//xeno-canto.org/sounds/uploaded/JVEJMHUZBU/wave/XC457529-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,no score,0:06,06:10,2019-02-20,2019-02-21,[],The call is in the second half of the clip. This kept repeating every 30 seconds or so. The bird kept calling for more than 30 mins.,no,no,no,,,no,,,44100
375,375,758304,Gallus,sonneratii,,birds,Grey Junglefowl,Jairam Vijayan,India,"Payyavoor, Kannur, Kerala",12.0579,75.5804,50,call,male,adult,field recording,//xeno-canto.org/758304,https://xeno-canto.org/758304/download,XC758304-grey-Jungle-fowl-_20221029_201120.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/QGLRGBGPIY/ffts/XC758304-small.png', 'med': '//xeno-canto.org/sounds/uploaded/QGLRGBGPIY/ffts/XC758304-med.png', 'large': '//xeno-canto.org/sounds/uploaded/QGLRGBGPIY/ffts/XC758304-large.png', 'full': '//xeno-canto.org/sounds/uploaded/QGLRGBGPIY/ffts/XC758304-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/QGLRGBGPIY/wave/XC758304-small.png', 'med': '//xeno-canto.org/sounds/uploaded/QGLRGBGPIY/wave/XC758304-med.png', 'large': '//xeno-canto.org/sounds/uploaded/QGLRGBGPIY/wave/XC758304-large.png'}",//creativecommons.org/licenses/by-sa/4.0/,A,0:08,10:00,2022-10-29,2022-10-29,['Gallus sonneratii'],,no,no,no,,,yes,Redmi Note 5 phone ,Zebronics Zeb. Lark,44100
376,376,725327,Gallus,sonneratii,,birds,Grey Junglefowl,Bhaskar Pandeti,India,"Aravenu, Nilgiris, Tamil Nadu",11.4136,76.8731,1800,call,uncertain,uncertain,field recording,//xeno-canto.org/725327,https://xeno-canto.org/725327/download,XC725327-GJF.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/RHYFAOLMZN/ffts/XC725327-small.png', 'med': '//xeno-canto.org/sounds/uploaded/RHYFAOLMZN/ffts/XC725327-med.png', 'large': '//xeno-canto.org/sounds/uploaded/RHYFAOLMZN/ffts/XC725327-large.png', 'full': '//xeno-canto.org/sounds/uploaded/RHYFAOLMZN/ffts/XC725327-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/RHYFAOLMZN/wave/XC725327-small.png', 'med': '//xeno-canto.org/sounds/uploaded/RHYFAOLMZN/wave/XC725327-med.png', 'large': '//xeno-canto.org/sounds/uploaded/RHYFAOLMZN/wave/XC725327-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:42,01:30,2022-05-01,2022-05-19,[],,no,no,no,,,no,,,48000
