,Audio,Sr,Names,Species
271,[0. 0. 0. ... 0. 0. 0.],22050,65817.wav,macrolopha
272,"[1.7149868e-12 6.0918702e-13 1.5416737e-12 ... 0.0000000e+00 0.0000000e+00
 0.0000000e+00]",22050,65835.wav,macrolopha
273,[0. 0. 0. ... 0. 0. 0.],22050,66027.wav,macrolopha
274,"[-1.3712191e-12 -2.7463815e-10 -7.3554701e-10 ...  2.3813201e-04
  2.5353508e-04  2.2822997e-04]",22050,66056.wav,macrolopha
275,"[-5.0998378e-10 -1.4328784e-09 -5.3365579e-09 ...  2.6742055e-04
  1.5720722e-04  4.7039811e-04]",22050,6630.wav,macrolopha
276,[0. 0. 0. ... 0. 0. 0.],22050,66323.wav,macrolopha
277,"[-1.3712191e-12 -2.7463815e-10 -7.3554701e-10 ...  2.3813201e-04
  2.5353508e-04  2.2822997e-04]",22050,66460.wav,macrolopha
278,"[-1.3712191e-12 -2.7463815e-10 -7.3554701e-10 ...  2.3813201e-04
  2.5353508e-04  2.2822997e-04]",22050,66627.wav,macrolopha
279,[0. 0. 0. ... 0. 0. 0.],22050,66686.wav,macrolopha
280,[0. 0. 0. ... 0. 0. 0.],22050,67300.wav,macrolopha
281,"[-4.0745363e-10  3.4924597e-10  5.8207661e-10 ...  1.0636635e-05
  2.4490990e-05  2.1402870e-05]",22050,67462.wav,macrolopha
282,"[1.7149868e-12 6.0918702e-13 1.5416737e-12 ... 0.0000000e+00 0.0000000e+00
 0.0000000e+00]",22050,67537.wav,macrolopha
283,"[-1.7891552e-10 -2.9476865e-11 -3.3082783e-09 ... -9.9664943e-11
  1.3232089e-10 -7.8843404e-11]",22050,67686.wav,macrolopha
284,"[ 1.1641532e-10 -8.1490725e-10  1.1641532e-10 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]",22050,67710.wav,macrolopha
285,[0. 0. 0. ... 0. 0. 0.],22050,67795.wav,macrolopha
286,"[-5.2386895e-10 -5.8207661e-10 -3.4924597e-10 ... -9.0949470e-13
  0.0000000e+00  0.0000000e+00]",22050,67848.wav,macrolopha
287,"[-5.2386895e-10 -5.8207661e-10 -3.4924597e-10 ... -9.0949470e-13
  0.0000000e+00  0.0000000e+00]",22050,67910.wav,macrolopha
288,[0. 0. 0. ... 0. 0. 0.],22050,68108.wav,macrolopha
289,[0. 0. 0. ... 0. 0. 0.],22050,68423.wav,macrolopha
290,[0. 0. 0. ... 0. 0. 0.],22050,6849.wav,macrolopha
291,"[-1.3969839e-09  1.6298145e-09 -9.3132257e-10 ...  2.7939677e-09
  1.3969839e-09  1.8626451e-09]",22050,68531.wav,macrolopha
292,[0. 0. 0. ... 0. 0. 0.],22050,68688.wav,macrolopha
293,"[1.8069651e-03 5.4708291e-03 2.7853900e-03 ... 7.3641092e-03 6.8679303e-03
 7.1462244e-05]",22050,69457.wav,macrolopha
294,"[-1.3969839e-09  1.6298145e-09 -9.3132257e-10 ...  2.7939677e-09
  1.3969839e-09  1.8626451e-09]",22050,69615.wav,macrolopha
295,[0. 0. 0. ... 0. 0. 0.],22050,69873.wav,macrolopha
296,"[-1.7891552e-10 -2.9476865e-11 -3.3082783e-09 ... -9.9664943e-11
  1.3232089e-10 -7.8843404e-11]",22050,69881.wav,macrolopha
297,"[-1.3712191e-12 -2.7463815e-10 -7.3554701e-10 ...  2.3813201e-04
  2.5353508e-04  2.2822997e-04]",22050,70409.wav,macrolopha
298,[0. 0. 0. ... 0. 0. 0.],22050,70411.wav,macrolopha
299,"[ 0.0000000e+00 -1.0477379e-09 -4.6566129e-10 ...  1.8189894e-12
 -1.8189894e-12 -3.6379788e-12]",22050,70480.wav,macrolopha
300,"[-2.7939677e-09  0.0000000e+00 -3.2596290e-09 ...  4.8965856e-04
 -6.7091698e-04 -2.2044731e-04]",22050,70601.wav,macrolopha
301,"[-1.7891552e-10 -2.9476865e-11 -3.3082783e-09 ... -9.9664943e-11
  1.3232089e-10 -7.8843404e-11]",22050,70749.wav,macrolopha
302,"[-5.2386895e-10 -5.8207661e-10 -3.4924597e-10 ... -9.0949470e-13
  0.0000000e+00  0.0000000e+00]",22050,70767.wav,macrolopha
303,"[-2.6193447e-10 -3.2014214e-10 -2.3283064e-10 ... -1.4600961e-04
 -3.6189100e-05  2.6783120e-04]",22050,70999.wav,macrolopha
304,[0. 0. 0. ... 0. 0. 0.],22050,71485.wav,macrolopha
305,[0. 0. 0. ... 0. 0. 0.],22050,71551.wav,macrolopha
306,"[-1.3712191e-12 -2.7463815e-10 -7.3554701e-10 ...  2.3813201e-04
  2.5353508e-04  2.2822997e-04]",22050,71611.wav,macrolopha
307,"[1.8069651e-03 5.4708291e-03 2.7853900e-03 ... 7.3641092e-03 6.8679303e-03
 7.1462244e-05]",22050,71849.wav,macrolopha
308,"[ 0.0000000e+00 -1.0477379e-09 -4.6566129e-10 ...  1.8189894e-12
 -1.8189894e-12 -3.6379788e-12]",22050,72408.wav,macrolopha
309,"[ 1.1641532e-10 -8.1490725e-10  1.1641532e-10 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]",22050,72440.wav,macrolopha
310,"[ 1.4880321e-13 -1.0723608e-11 -2.7292587e-12 ...  1.1617142e-04
  1.5349964e-04  1.1932649e-04]",22050,72481.wav,macrolopha
311,"[-1.7891552e-10 -2.9476865e-11 -3.3082783e-09 ... -9.9664943e-11
  1.3232089e-10 -7.8843404e-11]",22050,72753.wav,macrolopha
312,[0. 0. 0. ... 0. 0. 0.],22050,72900.wav,macrolopha
313,"[-5.0998378e-10 -1.4328784e-09 -5.3365579e-09 ...  2.6742055e-04
  1.5720722e-04  4.7039811e-04]",22050,7297.wav,macrolopha
314,"[ 2.7939677e-09  3.4924597e-09  2.3283064e-09 ... -3.5618036e-13
 -4.8801241e-14  2.2454781e-13]",22050,73166.wav,macrolopha
315,"[ 1.4880321e-13 -1.0723608e-11 -2.7292587e-12 ...  1.1617142e-04
  1.5349964e-04  1.1932649e-04]",22050,74225.wav,macrolopha
316,[0. 0. 0. ... 0. 0. 0.],22050,74674.wav,macrolopha
317,[0. 0. 0. ... 0. 0. 0.],22050,74904.wav,macrolopha
318,[0. 0. 0. ... 0. 0. 0.],22050,75023.wav,macrolopha
319,[0. 0. 0. ... 0. 0. 0.],22050,7513.wav,macrolopha
320,"[ 2.7939677e-09  3.4924597e-09  2.3283064e-09 ... -3.5618036e-13
 -4.8801241e-14  2.2454781e-13]",22050,7529.wav,macrolopha
321,"[-2.7939677e-09  0.0000000e+00 -3.2596290e-09 ...  4.8965856e-04
 -6.7091698e-04 -2.2044731e-04]",22050,75304.wav,macrolopha
322,"[-4.0745363e-10  3.4924597e-10  5.8207661e-10 ...  1.0636635e-05
  2.4490990e-05  2.1402870e-05]",22050,754.wav,macrolopha
323,[0. 0. 0. ... 0. 0. 0.],22050,75405.wav,macrolopha
324,"[-4.0745363e-10  3.4924597e-10  5.8207661e-10 ...  1.0636635e-05
  2.4490990e-05  2.1402870e-05]",22050,75652.wav,macrolopha
325,"[-1.7891552e-10 -2.9476865e-11 -3.3082783e-09 ... -9.9664943e-11
  1.3232089e-10 -7.8843404e-11]",22050,75723.wav,macrolopha
326,"[-5.2386895e-10 -5.8207661e-10 -3.4924597e-10 ... -9.0949470e-13
  0.0000000e+00  0.0000000e+00]",22050,7587.wav,macrolopha
327,"[-7.7303650e-11 -5.1293941e-10 -2.8448389e-12 ...  9.1723990e-12
  2.2220219e-11  8.7629999e-12]",22050,75884.wav,macrolopha
328,[0. 0. 0. ... 0. 0. 0.],22050,75966.wav,macrolopha
329,"[-2.4422533e-10 -3.0039649e-10  8.2512304e-12 ...  1.5462166e-07
 -1.3428703e-07  1.1632993e-07]",22050,75978.wav,macrolopha
330,"[-5.2386895e-10 -5.8207661e-10 -3.4924597e-10 ... -9.0949470e-13
  0.0000000e+00  0.0000000e+00]",22050,75980.wav,macrolopha
331,"[-1.7891552e-10 -2.9476865e-11 -3.3082783e-09 ... -9.9664943e-11
  1.3232089e-10 -7.8843404e-11]",22050,76126.wav,macrolopha
332,[0. 0. 0. ... 0. 0. 0.],22050,76274.wav,macrolopha
333,"[1.8069651e-03 5.4708291e-03 2.7853900e-03 ... 7.3641092e-03 6.8679303e-03
 7.1462244e-05]",22050,76327.wav,macrolopha
334,[0. 0. 0. ... 0. 0. 0.],22050,76914.wav,macrolopha
335,"[-2.7939677e-09  0.0000000e+00 -3.2596290e-09 ...  4.8965856e-04
 -6.7091698e-04 -2.2044731e-04]",22050,76990.wav,macrolopha
336,[0. 0. 0. ... 0. 0. 0.],22050,77500.wav,macrolopha
337,"[-2.6193447e-10 -3.2014214e-10 -2.3283064e-10 ... -1.4600961e-04
 -3.6189100e-05  2.6783120e-04]",22050,77627.wav,macrolopha
338,"[-2.4422533e-10 -3.0039649e-10  8.2512304e-12 ...  1.5462166e-07
 -1.3428703e-07  1.1632993e-07]",22050,77795.wav,macrolopha
339,"[-2.6193447e-10 -3.2014214e-10 -2.3283064e-10 ... -1.4600961e-04
 -3.6189100e-05  2.6783120e-04]",22050,78223.wav,macrolopha
340,[0. 0. 0. ... 0. 0. 0.],22050,78343.wav,macrolopha
341,"[-2.7939677e-09  0.0000000e+00 -3.2596290e-09 ...  4.8965856e-04
 -6.7091698e-04 -2.2044731e-04]",22050,78711.wav,macrolopha
342,[0. 0. 0. ... 0. 0. 0.],22050,78933.wav,macrolopha
343,"[-1.3969839e-09  1.6298145e-09 -9.3132257e-10 ...  2.7939677e-09
  1.3969839e-09  1.8626451e-09]",22050,79292.wav,macrolopha
344,[0. 0. 0. ... 0. 0. 0.],22050,79488.wav,macrolopha
345,"[-5.0998378e-10 -1.4328784e-09 -5.3365579e-09 ...  2.6742055e-04
  1.5720722e-04  4.7039811e-04]",22050,79532.wav,macrolopha
346,[0. 0. 0. ... 0. 0. 0.],22050,80099.wav,macrolopha
347,"[-5.0998378e-10 -1.4328784e-09 -5.3365579e-09 ...  2.6742055e-04
  1.5720722e-04  4.7039811e-04]",22050,80854.wav,macrolopha
348,"[-5.2386895e-10 -5.8207661e-10 -3.4924597e-10 ... -9.0949470e-13
  0.0000000e+00  0.0000000e+00]",22050,81192.wav,macrolopha
349,[0. 0. 0. ... 0. 0. 0.],22050,81201.wav,macrolopha
350,"[-7.7303650e-11 -5.1293941e-10 -2.8448389e-12 ...  9.1723990e-12
  2.2220219e-11  8.7629999e-12]",22050,81650.wav,macrolopha
351,"[1.8069651e-03 5.4708291e-03 2.7853900e-03 ... 7.3641092e-03 6.8679303e-03
 7.1462244e-05]",22050,81769.wav,macrolopha
352,"[ 0.0000000e+00 -1.0477379e-09 -4.6566129e-10 ...  1.8189894e-12
 -1.8189894e-12 -3.6379788e-12]",22050,82150.wav,macrolopha
353,"[-2.4422533e-10 -3.0039649e-10  8.2512304e-12 ...  1.5462166e-07
 -1.3428703e-07  1.1632993e-07]",22050,82228.wav,macrolopha
354,"[-7.7303650e-11 -5.1293941e-10 -2.8448389e-12 ...  9.1723990e-12
  2.2220219e-11  8.7629999e-12]",22050,82326.wav,macrolopha
355,"[-1.7891552e-10 -2.9476865e-11 -3.3082783e-09 ... -9.9664943e-11
  1.3232089e-10 -7.8843404e-11]",22050,82442.wav,macrolopha
356,"[-1.3969839e-09  1.6298145e-09 -9.3132257e-10 ...  2.7939677e-09
  1.3969839e-09  1.8626451e-09]",22050,82499.wav,macrolopha
357,"[ 1.4880321e-13 -1.0723608e-11 -2.7292587e-12 ...  1.1617142e-04
  1.5349964e-04  1.1932649e-04]",22050,82864.wav,macrolopha
358,[0. 0. 0. ... 0. 0. 0.],22050,83101.wav,macrolopha
359,"[-2.7939677e-09  0.0000000e+00 -3.2596290e-09 ...  4.8965856e-04
 -6.7091698e-04 -2.2044731e-04]",22050,8331.wav,macrolopha
360,"[ 1.4880321e-13 -1.0723608e-11 -2.7292587e-12 ...  1.1617142e-04
  1.5349964e-04  1.1932649e-04]",22050,83385.wav,macrolopha
361,"[ 1.4880321e-13 -1.0723608e-11 -2.7292587e-12 ...  1.1617142e-04
  1.5349964e-04  1.1932649e-04]",22050,83615.wav,macrolopha
362,"[-1.3712191e-12 -2.7463815e-10 -7.3554701e-10 ...  2.3813201e-04
  2.5353508e-04  2.2822997e-04]",22050,83638.wav,macrolopha
363,[0. 0. 0. ... 0. 0. 0.],22050,83841.wav,macrolopha
364,[0. 0. 0. ... 0. 0. 0.],22050,83848.wav,macrolopha
365,"[1.7149868e-12 6.0918702e-13 1.5416737e-12 ... 0.0000000e+00 0.0000000e+00
 0.0000000e+00]",22050,84500.wav,macrolopha
366,"[-7.7303650e-11 -5.1293941e-10 -2.8448389e-12 ...  9.1723990e-12
  2.2220219e-11  8.7629999e-12]",22050,84584.wav,macrolopha
367,"[-7.7303650e-11 -5.1293941e-10 -2.8448389e-12 ...  9.1723990e-12
  2.2220219e-11  8.7629999e-12]",22050,85022.wav,macrolopha
368,"[ 1.1641532e-10 -8.1490725e-10  1.1641532e-10 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]",22050,85082.wav,macrolopha
369,"[-1.7891552e-10 -2.9476865e-11 -3.3082783e-09 ... -9.9664943e-11
  1.3232089e-10 -7.8843404e-11]",22050,85212.wav,macrolopha
370,"[-4.0745363e-10  3.4924597e-10  5.8207661e-10 ...  1.0636635e-05
  2.4490990e-05  2.1402870e-05]",22050,85446.wav,macrolopha
371,[0. 0. 0. ... 0. 0. 0.],22050,85486.wav,macrolopha
372,"[-1.3969839e-09  1.6298145e-09 -9.3132257e-10 ...  2.7939677e-09
  1.3969839e-09  1.8626451e-09]",22050,85759.wav,macrolopha
373,"[-2.4422533e-10 -3.0039649e-10  8.2512304e-12 ...  1.5462166e-07
 -1.3428703e-07  1.1632993e-07]",22050,85767.wav,macrolopha
374,"[1.8069651e-03 5.4708291e-03 2.7853900e-03 ... 7.3641092e-03 6.8679303e-03
 7.1462244e-05]",22050,85933.wav,macrolopha
375,[0. 0. 0. ... 0. 0. 0.],22050,86281.wav,macrolopha
376,"[ 1.4880321e-13 -1.0723608e-11 -2.7292587e-12 ...  1.1617142e-04
  1.5349964e-04  1.1932649e-04]",22050,867.wav,macrolopha
377,"[ 2.7939677e-09  3.4924597e-09  2.3283064e-09 ... -3.5618036e-13
 -4.8801241e-14  2.2454781e-13]",22050,8711.wav,macrolopha
378,[0. 0. 0. ... 0. 0. 0.],22050,87174.wav,macrolopha
379,"[ 1.4880321e-13 -1.0723608e-11 -2.7292587e-12 ...  1.1617142e-04
  1.5349964e-04  1.1932649e-04]",22050,87393.wav,macrolopha
380,[0. 0. 0. ... 0. 0. 0.],22050,87533.wav,macrolopha
381,"[1.8069651e-03 5.4708291e-03 2.7853900e-03 ... 7.3641092e-03 6.8679303e-03
 7.1462244e-05]",22050,8760.wav,macrolopha
382,"[-1.3969839e-09  1.6298145e-09 -9.3132257e-10 ...  2.7939677e-09
  1.3969839e-09  1.8626451e-09]",22050,87773.wav,macrolopha
383,"[-1.3712191e-12 -2.7463815e-10 -7.3554701e-10 ...  2.3813201e-04
  2.5353508e-04  2.2822997e-04]",22050,88184.wav,macrolopha
384,[0. 0. 0. ... 0. 0. 0.],22050,8881.wav,macrolopha
385,"[-5.2386895e-10 -5.8207661e-10 -3.4924597e-10 ... -9.0949470e-13
  0.0000000e+00  0.0000000e+00]",22050,88835.wav,macrolopha
386,"[1.8069651e-03 5.4708291e-03 2.7853900e-03 ... 7.3641092e-03 6.8679303e-03
 7.1462244e-05]",22050,88868.wav,macrolopha
387,"[-1.3712191e-12 -2.7463815e-10 -7.3554701e-10 ...  2.3813201e-04
  2.5353508e-04  2.2822997e-04]",22050,88937.wav,macrolopha
388,"[1.8069651e-03 5.4708291e-03 2.7853900e-03 ... 7.3641092e-03 6.8679303e-03
 7.1462244e-05]",22050,88999.wav,macrolopha
389,"[-5.0998378e-10 -1.4328784e-09 -5.3365579e-09 ...  2.6742055e-04
  1.5720722e-04  4.7039811e-04]",22050,8900.wav,macrolopha
390,[0. 0. 0. ... 0. 0. 0.],22050,89054.wav,macrolopha
391,"[ 1.1641532e-10 -8.1490725e-10  1.1641532e-10 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]",22050,8909.wav,macrolopha
392,[0. 0. 0. ... 0. 0. 0.],22050,89234.wav,macrolopha
393,"[ 0.0000000e+00 -1.0477379e-09 -4.6566129e-10 ...  1.8189894e-12
 -1.8189894e-12 -3.6379788e-12]",22050,8949.wav,macrolopha
394,[0. 0. 0. ... 0. 0. 0.],22050,89564.wav,macrolopha
395,[0. 0. 0. ... 0. 0. 0.],22050,89574.wav,macrolopha
396,"[ 1.1641532e-10 -8.1490725e-10  1.1641532e-10 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]",22050,89741.wav,macrolopha
397,"[ 2.7939677e-09  3.4924597e-09  2.3283064e-09 ... -3.5618036e-13
 -4.8801241e-14  2.2454781e-13]",22050,89953.wav,macrolopha
398,"[-2.4422533e-10 -3.0039649e-10  8.2512304e-12 ...  1.5462166e-07
 -1.3428703e-07  1.1632993e-07]",22050,89965.wav,macrolopha
399,"[ 1.4880321e-13 -1.0723608e-11 -2.7292587e-12 ...  1.1617142e-04
  1.5349964e-04  1.1932649e-04]",22050,90292.wav,macrolopha
400,"[ 2.7939677e-09  3.4924597e-09  2.3283064e-09 ... -3.5618036e-13
 -4.8801241e-14  2.2454781e-13]",22050,90665.wav,macrolopha
401,"[-4.0745363e-10  3.4924597e-10  5.8207661e-10 ...  1.0636635e-05
  2.4490990e-05  2.1402870e-05]",22050,90698.wav,macrolopha
402,[0. 0. 0. ... 0. 0. 0.],22050,91185.wav,macrolopha
403,"[-2.6193447e-10 -3.2014214e-10 -2.3283064e-10 ... -1.4600961e-04
 -3.6189100e-05  2.6783120e-04]",22050,91212.wav,macrolopha
404,"[-2.4422533e-10 -3.0039649e-10  8.2512304e-12 ...  1.5462166e-07
 -1.3428703e-07  1.1632993e-07]",22050,91312.wav,macrolopha
405,"[-2.7939677e-09  0.0000000e+00 -3.2596290e-09 ...  4.8965856e-04
 -6.7091698e-04 -2.2044731e-04]",22050,91479.wav,macrolopha
406,"[-7.7303650e-11 -5.1293941e-10 -2.8448389e-12 ...  9.1723990e-12
  2.2220219e-11  8.7629999e-12]",22050,91949.wav,macrolopha
407,[0. 0. 0. ... 0. 0. 0.],22050,92069.wav,macrolopha
408,[0. 0. 0. ... 0. 0. 0.],22050,92104.wav,macrolopha
409,"[-4.0745363e-10  3.4924597e-10  5.8207661e-10 ...  1.0636635e-05
  2.4490990e-05  2.1402870e-05]",22050,92405.wav,macrolopha
410,"[-7.7303650e-11 -5.1293941e-10 -2.8448389e-12 ...  9.1723990e-12
  2.2220219e-11  8.7629999e-12]",22050,92437.wav,macrolopha
411,[0. 0. 0. ... 0. 0. 0.],22050,92562.wav,macrolopha
412,[0. 0. 0. ... 0. 0. 0.],22050,92584.wav,macrolopha
413,"[ 0.0000000e+00 -1.0477379e-09 -4.6566129e-10 ...  1.8189894e-12
 -1.8189894e-12 -3.6379788e-12]",22050,92779.wav,macrolopha
414,[0. 0. 0. ... 0. 0. 0.],22050,92876.wav,macrolopha
415,"[-2.6193447e-10 -3.2014214e-10 -2.3283064e-10 ... -1.4600961e-04
 -3.6189100e-05  2.6783120e-04]",22050,92902.wav,macrolopha
416,"[-2.6193447e-10 -3.2014214e-10 -2.3283064e-10 ... -1.4600961e-04
 -3.6189100e-05  2.6783120e-04]",22050,92991.wav,macrolopha
417,"[-5.2386895e-10 -5.8207661e-10 -3.4924597e-10 ... -9.0949470e-13
  0.0000000e+00  0.0000000e+00]",22050,93506.wav,macrolopha
418,"[1.8069651e-03 5.4708291e-03 2.7853900e-03 ... 7.3641092e-03 6.8679303e-03
 7.1462244e-05]",22050,93540.wav,macrolopha
419,"[1.7149868e-12 6.0918702e-13 1.5416737e-12 ... 0.0000000e+00 0.0000000e+00
 0.0000000e+00]",22050,93755.wav,macrolopha
420,"[ 1.4880321e-13 -1.0723608e-11 -2.7292587e-12 ...  1.1617142e-04
  1.5349964e-04  1.1932649e-04]",22050,93764.wav,macrolopha
421,[0. 0. 0. ... 0. 0. 0.],22050,940.wav,macrolopha
422,[0. 0. 0. ... 0. 0. 0.],22050,94658.wav,macrolopha
423,"[-5.2386895e-10 -5.8207661e-10 -3.4924597e-10 ... -9.0949470e-13
  0.0000000e+00  0.0000000e+00]",22050,95176.wav,macrolopha
424,"[ 2.7939677e-09  3.4924597e-09  2.3283064e-09 ... -3.5618036e-13
 -4.8801241e-14  2.2454781e-13]",22050,95357.wav,macrolopha
425,"[-5.2386895e-10 -5.8207661e-10 -3.4924597e-10 ... -9.0949470e-13
  0.0000000e+00  0.0000000e+00]",22050,95550.wav,macrolopha
426,"[-7.7303650e-11 -5.1293941e-10 -2.8448389e-12 ...  9.1723990e-12
  2.2220219e-11  8.7629999e-12]",22050,95750.wav,macrolopha
427,[0. 0. 0. ... 0. 0. 0.],22050,95884.wav,macrolopha
428,"[ 1.4880321e-13 -1.0723608e-11 -2.7292587e-12 ...  1.1617142e-04
  1.5349964e-04  1.1932649e-04]",22050,96431.wav,macrolopha
429,"[-7.7303650e-11 -5.1293941e-10 -2.8448389e-12 ...  9.1723990e-12
  2.2220219e-11  8.7629999e-12]",22050,96550.wav,macrolopha
430,"[-4.0745363e-10  3.4924597e-10  5.8207661e-10 ...  1.0636635e-05
  2.4490990e-05  2.1402870e-05]",22050,96664.wav,macrolopha
431,"[ 2.7939677e-09  3.4924597e-09  2.3283064e-09 ... -3.5618036e-13
 -4.8801241e-14  2.2454781e-13]",22050,96741.wav,macrolopha
432,"[-2.7939677e-09  0.0000000e+00 -3.2596290e-09 ...  4.8965856e-04
 -6.7091698e-04 -2.2044731e-04]",22050,96836.wav,macrolopha
433,"[-1.7891552e-10 -2.9476865e-11 -3.3082783e-09 ... -9.9664943e-11
  1.3232089e-10 -7.8843404e-11]",22050,96872.wav,macrolopha
434,"[-7.7303650e-11 -5.1293941e-10 -2.8448389e-12 ...  9.1723990e-12
  2.2220219e-11  8.7629999e-12]",22050,96930.wav,macrolopha
435,"[1.7149868e-12 6.0918702e-13 1.5416737e-12 ... 0.0000000e+00 0.0000000e+00
 0.0000000e+00]",22050,97567.wav,macrolopha
436,[0. 0. 0. ... 0. 0. 0.],22050,97695.wav,macrolopha
437,"[-4.0745363e-10  3.4924597e-10  5.8207661e-10 ...  1.0636635e-05
  2.4490990e-05  2.1402870e-05]",22050,97785.wav,macrolopha
438,"[-2.4422533e-10 -3.0039649e-10  8.2512304e-12 ...  1.5462166e-07
 -1.3428703e-07  1.1632993e-07]",22050,97797.wav,macrolopha
439,"[-5.0998378e-10 -1.4328784e-09 -5.3365579e-09 ...  2.6742055e-04
  1.5720722e-04  4.7039811e-04]",22050,97901.wav,macrolopha
440,"[-5.0998378e-10 -1.4328784e-09 -5.3365579e-09 ...  2.6742055e-04
  1.5720722e-04  4.7039811e-04]",22050,982.wav,macrolopha
441,"[ 1.1641532e-10 -8.1490725e-10  1.1641532e-10 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]",22050,98546.wav,macrolopha
442,[0. 0. 0. ... 0. 0. 0.],22050,98672.wav,macrolopha
443,[0. 0. 0. ... 0. 0. 0.],22050,98763.wav,macrolopha
444,"[-2.6193447e-10 -3.2014214e-10 -2.3283064e-10 ... -1.4600961e-04
 -3.6189100e-05  2.6783120e-04]",22050,98790.wav,macrolopha
445,"[ 2.7939677e-09  3.4924597e-09  2.3283064e-09 ... -3.5618036e-13
 -4.8801241e-14  2.2454781e-13]",22050,9919.wav,macrolopha
446,"[-5.2386895e-10 -5.8207661e-10 -3.4924597e-10 ... -9.0949470e-13
  0.0000000e+00  0.0000000e+00]",22050,99400.wav,macrolopha
447,[0. 0. 0. ... 0. 0. 0.],22050,99686.wav,macrolopha
448,[0. 0. 0. ... 0. 0. 0.],22050,99750.wav,macrolopha
449,"[1.8069651e-03 5.4708291e-03 2.7853900e-03 ... 7.3641092e-03 6.8679303e-03
 7.1462244e-05]",22050,99794.wav,macrolopha
0,[0. 0. 0. ... 0. 0. 0.],22050,10070.wav,pictus
1,"[-4.4842251e-05 -6.6406676e-05 -5.7049794e-05 ... -5.1531824e-06
  2.6000082e-05  2.4216133e-05]",22050,103.wav,pictus
2,"[-0.0115972  -0.0085324   0.0035259  ... -0.00461961 -0.0147555
 -0.00099347]",22050,10440.wav,pictus
3,[0. 0. 0. ... 0. 0. 0.],22050,1056.wav,pictus
4,"[ 0.00092365  0.00129246  0.00352598 ... -0.01838668 -0.01544459
 -0.01540792]",22050,1058.wav,pictus
5,"[-0.01315078 -0.02198022 -0.01922371 ...  0.00333256 -0.0028813
 -0.00621758]",22050,11106.wav,pictus
6,"[ 0.000000e+00  0.000000e+00  0.000000e+00 ... -9.824030e-11 -6.815083e-11
  4.468581e-10]",22050,11192.wav,pictus
7,"[ 0.16057953  0.22430545  0.22542383 ...  0.01674969  0.02902143
 -0.02823437]",22050,11441.wav,pictus
8,"[-0.08241457 -0.15514341 -0.12030835 ... -0.01649862 -0.00959948
 -0.00929931]",22050,11823.wav,pictus
9,"[-0.01283623 -0.02821616 -0.04236344 ...  0.00686169 -0.00455497
 -0.00943034]",22050,1194.wav,pictus
10,"[ 0.00092365  0.00129246  0.00352598 ... -0.01838668 -0.01544459
 -0.01540792]",22050,12007.wav,pictus
11,"[-0.0906884  -0.1253977  -0.08152821 ... -0.00177043 -0.00524138
 -0.00375018]",22050,12397.wav,pictus
12,"[-0.08241457 -0.15514341 -0.12030835 ... -0.01649862 -0.00959948
 -0.00929931]",22050,12460.wav,pictus
13,"[-1.3038516e-08  1.8626451e-09 -9.3132257e-09 ...  1.0913936e-11
  0.0000000e+00 -3.6379788e-12]",22050,12925.wav,pictus
14,"[-4.8316906e-13  8.5265128e-13  2.2737368e-13 ... -2.3283064e-09
 -2.0954758e-09 -1.6298145e-09]",22050,13046.wav,pictus
15,"[ 0.000000e+00  0.000000e+00  0.000000e+00 ... -9.824030e-11 -6.815083e-11
  4.468581e-10]",22050,13057.wav,pictus
16,"[ 0.000000e+00  0.000000e+00  0.000000e+00 ... -9.824030e-11 -6.815083e-11
  4.468581e-10]",22050,13444.wav,pictus
17,"[-5.9261220e-06  2.4928770e-05  7.1793329e-05 ...  3.0717056e-06
  1.7476879e-05  1.0694290e-05]",22050,1356.wav,pictus
18,"[ 1.7185224e-04  1.9840265e-04  1.7179082e-04 ... -7.3647993e-10
 -2.6119873e-10  0.0000000e+00]",22050,1371.wav,pictus
19,"[-0.00355353 -0.00295117 -0.00304182 ... -0.008853   -0.01060648
 -0.01234017]",22050,14007.wav,pictus
20,"[ 2.4365111e-11  6.3570753e-11 -1.3436500e-11 ... -1.0149470e-03
  8.2926487e-04  0.0000000e+00]",22050,14168.wav,pictus
21,"[-4.4842251e-05 -6.6406676e-05 -5.7049794e-05 ... -5.1531824e-06
  2.6000082e-05  2.4216133e-05]",22050,14275.wav,pictus
22,"[ 1.7185224e-04  1.9840265e-04  1.7179082e-04 ... -7.3647993e-10
 -2.6119873e-10  0.0000000e+00]",22050,14354.wav,pictus
23,"[-1.3038516e-08  1.8626451e-09 -9.3132257e-09 ...  1.0913936e-11
  0.0000000e+00 -3.6379788e-12]",22050,14497.wav,pictus
24,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -8.2926461e-12
 -7.5206872e-12 -1.0896341e-11]",22050,15055.wav,pictus
25,"[ 2.4365111e-11  6.3570753e-11 -1.3436500e-11 ... -1.0149470e-03
  8.2926487e-04  0.0000000e+00]",22050,15213.wav,pictus
26,"[-0.08241457 -0.15514341 -0.12030835 ... -0.01649862 -0.00959948
 -0.00929931]",22050,15342.wav,pictus
